Filename;ActivityName;Location;ReferenceProduct
11f6e426-608d-5a2d-83c6-406f976d258e_fc22c44f-f565-487a-a6ae-09b6e18a0e1c.spold;market for trout feed, 42% protein;GLO;trout feed, 42% protein
3d381791-f9eb-5f26-865f-e96aca130976_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;BR-CE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
404dde14-d585-5b09-baf2-6c5aab7b9d5a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, non-alpine region;IN-MP;electricity, high voltage
748fcc4b-7d7b-592c-bcf4-e81a1f543d65_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;market for inorganic phosphorus fertiliser, as P2O5;SI;inorganic phosphorus fertiliser, as P2O5
c090c1b6-66ea-542a-9cd8-bf550c86ef86_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of waste polyvinylchloride, municipal incineration with fly ash extraction;CH;electricity, for reuse in municipal waste incineration only
c95cecfc-6883-5be9-ba8a-fd217d7c0788_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;NL;heat, district or industrial, natural gas
91cbedc5-37a7-565a-8914-edad393cc1eb_e79575a7-0b20-46d5-94b2-99d1916105db.spold;quicklime production, in pieces, loose;CA-QC;quicklime, in pieces, loose
90b9163b-4ae4-5588-ad80-f2a4bdbf86ac_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market for land use change, perennial crop;FR;land use change, perennial crop
eb5004f3-bdc4-5de5-8e1c-80e16d73bce4_cfbce515-3f54-4411-ad9d-3d26b7faa15a.spold;transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified;RER;transport, freight, lorry, unspecified
429c8776-23f2-5af9-b01f-664e3e71a74c_b4100a1f-4f86-4652-abf0-b877046c8f48.spold;market for sound insulation, heat and power co-generation unit, 160kW electrical;GLO;sound insulation, heat and power co-generation unit, 160kW electrical
5fe818b9-9ae7-575e-a0aa-445e9ef6db1f_59bd8156-c8de-4992-909e-c0ff39d0329a.spold;hard coal power plant construction, 500MW;GLO;hard coal power plant
8b4b195c-242d-51b6-a062-8a67eed8198f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, hydro, import from CA-NF;CA-QC;electricity, high voltage
680c11be-f65f-506a-a599-2c23c9a55253_3e3c3463-376d-5c2b-8f4c-86739f0d6117.spold;market for amidosulfuron;GLO;amidosulfuron
b38d3c00-4778-537c-a081-479acb52955a_5f06394c-4efd-4c65-9e82-5fd3cbebbd15.spold;market for capacitor, electrolyte type, > 2cm height;GLO;capacitor, electrolyte type, > 2cm height
faebb4a2-57ac-5430-bbce-76d80c130989_3b1d249a-c924-4d6c-8e1f-647f562daa54.spold;market for electric arc furnace dust;IN;electric arc furnace dust
f3e62557-2a46-5629-b8fe-958c2dc2b0d0_8aa5cd19-c1ca-49f1-8efb-c7a28f5ad71f.spold;section bar rolling, steel;RoW;section bar rolling, steel
5510d75f-66bc-5645-8cef-391a3a6468ff_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation, residual mix, from high to medium voltage;SE;electricity, medium voltage
77a45277-7b0c-55f6-8223-2208b1c7fa2f_ad38bbd2-e41c-4509-9dc3-c5c708a36606.spold;market for waste paperboard, unsorted;CH;waste paperboard, unsorted
55f29d85-21be-51eb-aeec-4ee82a05e0aa_639dba7b-1762-4e9a-a95c-f30380e65d53.spold;market for transport, freight, lorry 7.5-16 metric ton, EURO4;RoW;transport, freight, lorry 7.5-16 metric ton, EURO4
2f0e86d2-a4f6-5b91-8cd2-e49165197854_46df2ebd-bd0c-486b-abd3-cfe904195502.spold;market for zucchini;GLO;zucchini
319b4d2d-e31e-5f39-895f-42de50da01f2_23fccced-e1e5-421d-9abe-5b59c51a862e.spold;smelting and refining of nickel concentrate, 7% Ni;CN;nickel, class 1
f634be23-8d9a-5bc2-836c-6f6945af0144_de0844f7-1fab-44b5-8d77-2a608f26fcc0.spold;market for magnesium, for reuse in hafnium sponge production;RoW;magnesium, for reuse in hafnium sponge production
15c5fc28-ae81-5071-a5f7-995de9aca951_d18d34ef-1f8a-451f-9620-a429feb04c26.spold;electrode production, negative, LiC6;GLO;electrode, negative, LiC6
b7bf605c-7e8c-5753-b5f7-9b4b8aa9467a_11ff8303-778e-430d-a108-f714c99d47af.spold;natural gas production, low pressure, vehicle grade;CH;natural gas, low pressure, vehicle grade
0767e4da-5f82-5929-893d-d0d341965541_249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6.spold;window frame production, wood-metal, U=1.6 W/m2K;RER;wood pellet, measured as dry mass
25d462ee-4d32-5e6d-aeab-0dc645016abf_d40545d1-597c-45e6-a38f-6ef3b7d356c1.spold;market for solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry;GLO;solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry
08e114c9-4d22-5fd1-87c8-f76ec584a7a6_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-NPCC;electricity, low voltage
df92c703-03f0-5a7b-a2e8-4cbe85c3bd8a_0ace02fa-eca5-482d-a829-c18e46a52db4.spold;transport, freight train, diesel;CN;transport, freight train
561f0cf3-9d05-56c0-a898-6790782a58e7_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;US-SERC;electricity, high voltage
356c1073-08e2-5eb5-866f-0bce011ed22f_5de4cdcc-dac7-498e-9ece-3aafa3fc5e4d.spold;treatment of used air filter, decentralized unit, 180-250 m3/h;RoW;used air filter decentralized unit, 180-250 m3/h
1c13cbd4-078b-5a08-a782-8ff1fc9ed650_a7992562-3c34-4232-b599-315f568651bb.spold;wind power plant construction, 800kW, fixed parts;GLO;wind power plant, 800kW, fixed parts
9d4e7e89-2ede-5589-abdf-3f4621fbd435_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;IN-MP;electricity, high voltage
5364e606-57de-5b49-88d9-3f1a2905ced9_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-SERC;electricity, high voltage
6af461c5-9ee1-5f87-a33f-53b065900ce1_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;US-ASCC;electricity, medium voltage
a6dc247d-e485-5dd7-9abd-425d77748097_925337ba-f57d-4ada-8ef3-41c16179f413.spold;market for steel removed by milling, large parts;GLO;steel removed by milling, large parts
0780b9bb-347e-5e80-b2b6-fc0dda4f4a33_835bdfad-fd13-49d2-997f-ed7a5652f61f.spold;coconut production, dehusked;PH;coconut husk
2cd8401d-df7e-5194-a656-69a0093e9d8a_b254bbdf-fb2b-4878-aec9-2a7820f3f32e.spold;treatment of blast furnace gas, in power plant;CN-XZ;blast furnace gas
a3ada826-f547-57fa-9296-83b039542ead_a636ed9e-f90a-48cb-a180-c75b1fc92cf1.spold;pig iron production;RoW;pig iron
dc318a5a-2f53-5cf6-b581-bb77710b7f9a_75edc073-be76-5bc1-82a1-7be1ce500aaa.spold;market for land use change, forest, intensive;BR-ES;land use change, forest, intensive
a5eed65f-cb5a-5bff-8111-63ee6a7674eb_0cb00cc5-6a2f-4bce-969e-425b45206734.spold;almond production;US;almond
a6426c39-f0de-5aa9-adf3-5f79174a743f_cb752f65-32fa-4181-84c4-bb9733f242d5.spold;deep drawing, steel, 38000 kN press, automode;RoW;deep drawing, steel, 38000 kN press, automode
f1911217-eab4-54a6-bab0-1fb7fe79efdb_6dbeade5-eb8e-5666-b681-f479757cfd86.spold;treatment of sewage sludge, 97% water, WWT, WW from ammonium paratungstate production, landfarming;CN;organic phosphorus fertiliser, as P2O5
a7026c32-82f6-5f28-b6e0-8a16794bfcd6_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market for waste wood, untreated;BA;waste wood, untreated
f944d77e-1c70-5ab7-8d17-bf2afdbd56bc_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT, WW from vegetable oil refinery, landfarming;GLO;organic nitrogen fertiliser, as N
d03b51dd-92ab-5142-9e4e-c72d8ba94d7f_72d94cff-d13f-4653-9bab-e1fd5f3c0e69.spold;prosulfocarb production;RoW;prosulfocarb
5fee5968-4f00-57a4-a3b2-774e49cd2b49_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;US-HICC;electricity, low voltage
d987a8e5-c5b3-5385-94ed-d12f2f6cd901_8213d67a-cc93-465a-98ce-65e829d8e6c2.spold;treatment of wastewater from potato starch production, wastewater treatment;RoW;wastewater from potato starch production
fd373083-7edd-55f5-9aa6-c12a99b33f9c_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;market for waste paperboard;MK;waste paperboard
90b49498-ee01-58e4-9bff-eab0a7fa3ee2_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of municipal solid waste, incineration;LU;heat, for reuse in municipal waste incineration only
3a23f95d-71ea-5a23-9048-e7c55e43a93e_9c7b5686-2bf5-406d-ba68-b536c61ecba6.spold;seed-cotton production, conventional;IN-GJ;seed-cotton
d2fe0e3a-9a1e-53c5-b3e0-6bf274a61f60_aa02923c-76b9-4dce-aa4b-cbb330f3fbf1.spold;auxiliary heating unit production, electric, 5kW;CH;auxiliary heating unit, electric, 5kW
8033093c-a4dc-541b-8fc0-8bed5b69879e_69164e77-5f8e-4ee0-be80-13a933def7c2.spold;planing, beam, softwood, u=20%;CH;sawnwood, beam, softwood, dried (u=20%), planed
3e401615-25dd-5e23-800c-08e455f7baf6_dae62135-2e34-4b47-bed2-e2ea1e137cd8.spold;market for sodium chloride, brine solution;GLO;sodium chloride, brine solution
609f8492-03f1-524c-b58d-8c1781ec61e8_bfd577e2-82b4-4166-af2b-3bda540931f6.spold;market for waste mineral wool;CH;waste mineral wool
275ce9b7-b59a-56a2-8a06-27870cc3afa7_2966d161-5281-47d6-86d3-efbb0a4b2110.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;heavy fuel oil
272815f6-ae62-5bb6-8e61-a883b9a660a4_00478901-732f-4bf4-81cc-2255f9874512.spold;market for waste polypropylene;LT;waste polypropylene
ea18e367-e042-5edc-9393-69567170e27f_5bcf4edb-a2c8-4a7c-bb10-db9c4e47f308.spold;market for wind turbine network connection, 750kW, onshore;GLO;wind turbine network connection, 750kW, onshore
686f39c7-9912-50f9-8500-9dc5348a92e7_1e5f6bc5-c1aa-43e2-8ae0-50aa17a6a88a.spold;market for machine operation, diesel, >= 74.57 kW, steady-state;GLO;machine operation, diesel, >= 74.57 kW, steady-state
5d8cd680-e190-512c-af41-8b5f13fdc13c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;IN-HP;electricity, high voltage
035c2b3e-4cce-597f-9c57-079f733ca5b7_41860f12-8b2b-47d9-bffe-966505490bf6.spold;acrolein production;RER;acrolein
054aa0c5-cc24-5d2d-bd64-6fb81fdaae1d_1d9db9e3-2ddc-42cb-8bcb-eb6d259aee55.spold;clinker production;Europe without Switzerland;used tyre
1ca2655c-5867-5826-95db-b0bd0b8a6d7e_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;NL;waste graphical paper
c4da8c3c-bb99-5ca0-8fb9-beab487cb962_c4230712-ca79-435b-bb28-37041635b772.spold;textile production, cotton, circular knitting;IN;textile, knit cotton
4ba6e00c-b250-512f-abdd-98c5e1f16150_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from FR;ES;electricity, high voltage
de15a9f6-a4be-5325-a81d-7f6f20162c20_54894ebe-5eae-4fd7-8d35-f715e15c673b.spold;market for inert filler;GLO;inert filler
a224d62b-aab7-5693-a7ef-8dbc10e11fde_43c831c7-8759-4b40-94b4-b6e0f05087a7.spold;market for solid bleached and unbleached board carton;RER;solid bleached and unbleached board carton
dec52d43-f48c-5878-984c-cf24f5d83c63_7539e2dc-9694-488e-8cf2-dcf80801892b.spold;calendering, rigid sheets;RER;calendering, rigid sheets
d9626155-058b-52d4-85ea-f7bc12c0927b_d5b53970-1acf-4175-9ecc-efa4002d09f2.spold;methylamine production;RER;methylamine
b0d58262-3736-58b7-9f8d-0e69b75bdae3_eb266390-532c-4f14-ba91-a1e1b688cf5c.spold;concrete, all types to generic market for concrete, medium strength;PE;concrete, medium strength
8b5e2f56-04c4-58b3-9ee3-ccaf6c0d3576_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CA-PE;electricity, high voltage
6ec7ac8a-5433-5652-b8f9-549e825d7503_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;clear-cutting, grassland to arable land, pasture, man made;BR-PI;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
5be26a05-f5cf-5bb6-96f5-988fa9afcb64_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;GB;inorganic nitrogen fertiliser, as N
7df2e372-8dd6-50cb-8460-28538fcd4bc5_60cfe502-80f5-4a1e-9a97-48503466a802.spold;market for tillage, cultivating, chiselling;GLO;tillage, cultivating, chiselling
8e8028d2-98f3-5b91-8592-b860a5014a6c_5357a067-f798-46fb-97b0-fa18f723341b.spold;treatment of waste reinforced concrete, recycling;Europe without Switzerland;waste reinforced concrete
aebde7ad-9bef-5313-b5c4-e6597ad27c29_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from MK;RS;electricity, high voltage
6f69a372-7cae-51c0-8657-9607415d8a24_699f15e5-d6b7-4bf2-aca6-364178e11377.spold;foam glass production, electricity from renewable energy products;RER;foam glass, electricity from renewable energy products
4899c2ab-6a90-56b0-99f7-81d2dc1d21cd_14bf310d-069a-4d84-a98e-da3a7b1a6cde.spold;nuclear power plant construction, pressure water reactor, 1000MW;CN;nuclear power plant, pressure water reactor, 1000MW
b3714f88-c5ef-52c7-bf17-2460fcd7b803_e8a51ec1-60cb-4ead-a948-ad1142c61918.spold;clinker production;CO;wastewater, average
195a4ed9-f516-55ec-96d8-dce368e78887_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;market for natural gas, high pressure;HU;natural gas, high pressure
e4b6cc70-dfab-59d5-aa3d-4d9a45906f4d_550f6b4b-1612-4e72-b13a-4e000df4c4ef.spold;cyanoacetic acid production;RoW;cyanoacetic acid
54484224-0947-5121-b0b1-fa2bf4857b90_faff01b2-d18a-4432-a850-a9e54cc64e7a.spold;cyclohexane production;RoW;cyclohexane
0d83161c-bdc3-5341-a634-3541aa13d820_2e31071f-bd8a-5a8c-99f7-bb2edcab5f30.spold;barium sulfide production;GLO;barium sulfide
96b884e5-7e7c-5505-a98c-7a17c6135bd1_692b4f7e-9e79-4f69-b22f-b66f68f2f9cc.spold;wheat production, organic;RoW;straw, organic
54d96547-bdbb-53a7-a66b-f0edac939d20_8ce2c556-d2fa-54e4-8fc5-994fffe18c5b.spold;market for urea ammonium nitrate mix;RER;urea ammonium nitrate mix
cedaeb53-5dc7-531e-9dc9-804c50b98ba7_7c625a36-951a-493d-815a-ef6bbeb8bf2d.spold;treatment of sewage sludge, 75% water, WWT, WW from vegetable oil refinery, sanitary landfill;GLO;sewage sludge, 75% water, WWT, WW from vegetable oil refinery
df242d53-1d23-568c-b77a-f506b609833a_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;KR;electricity, low voltage
36e818b9-f9d2-53e1-831f-379ba602b827_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation, residual mix, from medium to low voltage;BA;electricity, low voltage
67b917b1-7c3d-586c-8758-72768cc3f2ad_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of municipal solid waste, incineration;RU;electricity, for reuse in municipal waste incineration only
2d646bc0-1577-5320-89a9-88dfcdf62c5e_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CL;electricity, low voltage
6660df4e-b684-517c-9d09-6febc4edf0c8_7fe99768-d571-4bc2-a272-7df585bd0d48.spold;market for wood chips, wet, measured as dry mass;CA-QC;wood chips, wet, measured as dry mass
3f8553ce-0e5f-590f-ac3f-25f304f0d484_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;bark chips production, hardwood, at sawmill;RoW;bark chips, wet, measured as dry mass
152d99a9-2505-5446-9c23-e788c3fec366_00478901-732f-4bf4-81cc-2255f9874512.spold;market for waste polypropylene;XK;waste polypropylene
25fe728f-4d62-570e-827d-54614b9aa413_f9895e44-5657-47fc-8eec-a4985e2bce2e.spold;transport, freight, lorry 16-32 metric ton, EURO3;RoW;transport, freight, lorry 16-32 metric ton, EURO3
2c6c455f-0481-5195-964e-5c0e4781a2df_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;ID;electricity, high voltage
47f5e4fd-e667-520a-995a-8a60ac617126_549ed137-7c51-478f-90d8-42225766d52a.spold;treatment of ash from deinking sludge, residual material landfill;CH;ash from deinking sludge
f8d6463c-7afe-53ac-bc83-d56cec66bff1_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from thomas meal;GLO;inorganic phosphorus fertiliser, as P2O5
45ba3282-e9fd-540d-8e49-e87236daa703_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of blast furnace gas, in power plant;DE;electricity, high voltage
b991eb15-6099-5926-a52e-c9416142a9c3_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of digester sludge, municipal incineration with fly ash extraction;CH;heat, for reuse in municipal waste incineration only
b7eb38f4-9fd7-50e7-b4aa-b0f602d59f22_f467c4d0-ea1c-4ae3-8d69-712598a0478a.spold;barley production, organic;CH;barley grain, organic
7aa17c53-5abe-5896-9f18-baa7f847bc1f_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from ID;RoW;natural gas, high pressure
8ed2cf7f-ed7e-52b0-ba78-42923916b3bb_44defed2-3dc7-4d59-b3bc-23dacf1b9140.spold;aluminium, ingot, primary, import from Oceania;IAI Area, EU27 & EFTA;aluminium, primary, ingot
73329584-06d3-5a04-93b4-582dede8c4fe_0d3eda5a-4601-4573-9549-0701c459ab88.spold;hard coal, import from AU;RLA;hard coal
5c996fdc-848a-5801-8eae-95d562e70212_a2883a53-5764-489d-964b-58e5c2354915.spold;nuclear fuel element production, for boiling water reactor, UO2 4.0% & MOX;RoW;nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX
9ef09fce-6f76-5973-be9d-0738bdf6a0ac_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, grassland to arable land, perennial crop;BR-RS;land tenure, arable land, measured as carbon net primary productivity, perennial crop
68db2a8e-f786-58ac-bd71-f71cb2ebd568_cd76f468-9b44-410f-a4e1-908b90e7bd81.spold;market for methanol, from biomass;CH;methanol, from biomass
498cf61c-0db5-5737-8e45-952d2f1e76e1_bc72b420-b5a0-4f3a-93e8-c3002fdca6dd.spold;long liner maintenance, steel;RER;long liner maintenance, steel
8773228f-6e67-55e1-bb57-0c9443e4783c_00f0de48-4d01-4f43-a0a2-a91b11319bf8.spold;compressed air production, 1200 kPa gauge, <30kW, average generation;RoW;compressed air, 1200 kPa gauge
1d79228f-eaf8-5853-9c3a-523cd67570a3_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;wastewater treatment facility construction, lagoon, capacity 5.0E9l/year;CA-QC;iron scrap, unsorted
d587cb6c-dc98-5d8d-a3bd-b4a682d76b06_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from US;RoW;natural gas, high pressure
f10a8e55-e1fa-5115-92d3-ada2a659ebf5_6eb408db-980a-4b9e-82a8-b6dca183ec35.spold;softwood forestry, pine, sustainable forest management;SE;pulpwood, softwood, measured as solid wood under bark
f1016d00-8e92-5ef3-9429-b6e039cd5c8d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from AL;RS;electricity, high voltage
0323f0d7-f8c6-5ed8-8aaf-2a80806a9cd9_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;HU;electricity, high voltage
ffd51467-5c80-5b39-a123-05df6ccaf95a_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;treatment of sewage sludge, 75% water, WWT, WW from tube collector production, sanitary landfill;GLO;electricity, medium voltage
8c5a4b9e-e01d-53f6-b1d8-0ef7b0e87b53_ed63dc57-ee1a-4a0f-8896-4d022b6700ab.spold;market for sodium nitrate, unrefined;GLO;sodium nitrate, unrefined
e4748013-7b48-5b75-b36e-8f5ba870e625_e3c4c750-7765-43b6-802b-8dbe05270f05.spold;market for used Li-ion battery;GLO;used Li-ion battery
96f58b46-8002-5778-b01b-0e08d20f34a9_7cb72345-4338-4f2d-830f-65bba3530fdb.spold;maize grain to generic market for energy feed;GLO;energy feed, gross
04c860b9-faf2-5f04-8ea5-bf70f3e8ca13_5216b96b-ccef-404a-bc56-c463b63f5c29.spold;furnace production, logs, average storage area, 100kW;CH;furnace, logs, average storage area, 100kW
4162d612-eab7-5e42-8740-ba1875c2f2c7_7fbe7184-9e9e-4a21-bd42-fa630266af1d.spold;battery production, lead acid, rechargeable, stationary;RoW;battery, lead acid, rechargeable, stationary
87a21b8c-74d2-5a26-b2c5-b3d76a941053_f3c51e03-d161-4493-a430-03ac72a4706a.spold;room-connecting overflow element production, steel, approx. 40 m3/h;RoW;room-connecting overflow element, steel, approx. 40 m3/h
4fe5aaeb-b84e-58db-a52a-bda71a3aa7a7_85370dde-0a14-4c80-9025-035b3c44ac2f.spold;market for uranium, enriched 3.0%, per separative work unit;GLO;uranium, enriched 3.0%, per separative work unit
87ff760f-cfb4-58b1-bfdf-ca2d122138bf_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;BW;electricity, medium voltage
419745f6-3b61-58af-a472-b87727c03283_69164e77-5f8e-4ee0-be80-13a933def7c2.spold;planing, beam, softwood, u=20%;RoW;sawnwood, beam, softwood, dried (u=20%), planed
340419b1-9e5c-5f70-93a3-1ad8b56cece7_8f9224c9-e27d-4426-aaea-6ecbe5d91059.spold;linseed seed production, at farm;CH;linseed seed, at farm
4181cccb-aa81-5f93-aa94-801bb9e5698f_a6561030-4d71-4786-9afc-bcf1df2f0994.spold;industrial furnace production, natural gas;RER;industrial furnace, natural gas
77fd6f2e-dfa1-58b3-ac2e-16634123002a_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;market for land tenure, arable land, measured as carbon net primary productivity, forest, intensive;BR-GO;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
e52f81a7-abd6-5e09-abdc-307f695c1a7c_923a8462-8631-4096-bf70-1aa37f90341b.spold;transport, passenger aircraft, medium haul;GLO;transport, passenger aircraft, medium haul
3445b28d-56ce-54ea-a7dc-def47d197db4_7338d72b-9db1-44cd-9047-ad82aa557730.spold;styrene-acrylonitrile copolymer production;RoW;styrene-acrylonitrile copolymer
44b19f93-fdb8-5aeb-8e9e-5e26c7b4c269_f1ee225e-a4bf-4af6-963a-ac44d7fd29cf.spold;photovoltaic mounting system production, for facade installation;RoW;photovoltaic mounting system, for facade installation
82e85e89-185e-58f2-9bc0-4de347143d41_938af061-8c13-47af-a3ba-d8454aec9893.spold;market for isobutanol;RoW;isobutanol
f73e6885-f407-5f64-b5be-d156e15cdc4b_fe37685d-cb18-4f22-8518-be17a1722c98.spold;treatment of uranium tailing, non-radioactive emission;GLO;uranium tailing, non-radioactive emission
67796e4b-34ad-5287-8b72-44a43c84d16c_acfc9f7e-a0d7-4120-af03-a1bf03311db0.spold;sulfate pulp production, from softwood, unbleached;RER;tall oil, crude
56588b88-ac82-5100-8733-5cdf96ca3454_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;NL;electricity, low voltage
2c5ff2bf-f2d3-5ae8-8afd-9a93f6d97c9a_3c7c79f6-f850-44f5-bf8d-b434adeff91b.spold;market for maintenance, train, passenger, high-speed;GLO;maintenance, train, passenger, high-speed
3145eb77-918e-51f6-9a1d-adf88dac16e7_1f097a0f-753b-501f-b9d5-df766bc97660.spold;fava bean production;CA-MB;fava bean
12979209-c97f-5e31-a54a-3a28e1dc4853_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;IT;heat, district or industrial, natural gas
9c11eb28-7968-5953-a725-4f1555c8e9d7_68982c18-158b-4166-a54a-8321bfb0cc24.spold;petroleum slack wax production, petroleum refinery operation;ZA;petroleum slack wax
10cad350-1d15-5279-b7f1-1a3896c4b680_3ef818f1-4d91-43b8-9027-924492a0fb50.spold;treatment of brake wear emissions, lorry;RoW;brake wear emissions, lorry
71b8aa95-bfcd-5cfd-8407-27b6ff511467_0b0128c1-4593-4ebd-abd4-84c2e4f1fa5e.spold;market for furnace, logs, softwood storage area, 6kW;GLO;furnace, logs, softwood storage area, 6kW
cbe3fe3f-d594-58f2-b985-9eafc546360d_b153d366-7214-4fc5-ab10-2aa77ee8b715.spold;market for furnace, wood chips, hardwood storage area, 300kW;GLO;furnace, wood chips, hardwood storage area, 300kW
328b4763-3caa-535a-962a-7943e6f8f1b5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;DE;electricity, high voltage
43febadb-536f-581b-ac87-067dba364e52_ac3ce6da-8f69-40be-885a-5ea13915e89b.spold;treatment of residue from mechanical treatment, desktop computer, municipal incineration with fly ash extraction;CH;residue from mechanical treatment, desktop computer
f8e87b64-9c36-5998-9f48-61ff68a896f5_fa6aa6bf-07c9-45bf-9fdc-a358a497b7e1.spold;market for ferrite;GLO;ferrite
95e97762-89d3-5aec-ab7a-c0b46d1c446c_b1e480cc-6707-4f7f-898d-a7dc46437d3b.spold;hot rolling, steel;RoW;hot rolling, steel
0fe71122-055d-50d6-bc7d-1cd8a10019b2_7ecf7b27-7c72-4e75-8978-a61b11509eee.spold;market for floating hexagonal metal cage;GLO;floating hexagonal metal cage
f9a1d869-0bfb-5082-8e59-411e809fe8f5_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of blast furnace gas, in power plant;BA;heat, district or industrial, other than natural gas
6ff363e0-995a-59a1-826a-18307286f18f_13a49b8f-8af9-411c-aeda-d3bed0dd5444.spold;treatment of sewage sludge, 97% water, WWT, WW from particle board production, landfarming;RER;sewage sludge, 97% water, WWT, WW from particle board production
206aeea6-e68f-5795-9a92-de101ffa147c_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of blast furnace gas, in power plant;NL;electricity, high voltage
0d90327a-a93d-553f-b039-19b0ee73d8b1_f65d3dbd-ab3c-4636-9714-a651100cba65.spold;market for de-icer;GLO;de-icer
ca452fe0-1586-5218-bfdb-0155c928adf3_9d447e1a-a41a-43ac-b374-d0fc6dcb61df.spold;liquefied petroleum gas, import from RoW;Europe without Switzerland;liquefied petroleum gas
d5ba95ad-c4e8-5bad-b3c0-f18786df401f_c6c77fb4-9850-4849-be9e-71fc9656bc03.spold;2-methylpentane to generic market for solvent, organic;GLO;solvent, organic
8febc8fc-1fb9-5da6-92b5-8e30ff91104a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;IS;electricity, high voltage
88e6376e-e1ea-5788-992a-bb19b0433696_68850e7f-0daf-4744-a87d-146555861f30.spold;market for haying, by rotary tedder;GLO;haying, by rotary tedder
