amount;unit;flow;name;location
0.09770000000000005;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;market for electricity, high voltage;NE
12.386111795124352;EUR2005;a9933f96-aeab-449a-9731-558b24af2d94;molybdenum production;RoW
0.37561909563819457;EUR2005;c1b67381-05bf-4bf0-a3a3-2b3289ac32e3;market for rice seed, for sowing;GLO
22.33;EUR2005;1a428ad6-fbf4-4606-8396-2dd197d55ba9;hard disk drive production, for laptop computer;GLO
1.2373799556759413;EUR2005;8b106b36-7a3f-464d-855f-70a1d5acfd0a;market for cadmium;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hard coal;IN-UP
0.02171811371320703;EUR2005;58c5a1af-21fa-4cd1-a7a2-a63f454b411e;compressed air production, 600 kPa gauge, >30kW, average generation;RoW
0.05;EUR2005;d773e4cf-c13f-4ebb-966e-ea14b712ff62;willow stem cutting production, for planting;RoW
186.6017792522514;EUR2005;a2432f6a-e9c4-45b8-a9d9-090b3fa3fd4c;maintenance, intermodal shipping container, 40-foot;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from LV;EE
0.29699999999999993;EUR2005;3990b197-a303-4c36-ae1c-c2ddebaad744;market for kerosene;IN
0.071;EUR2005;c614ee4a-ee63-4b51-b129-8a18a5e458fe;market for iron sulfate;RoW
160.0;EUR2005;2c3a5ee5-59d7-4b44-8403-9045dbf5d105;market for sawnwood, lath, softwood, raw, dried (u=10%);CH
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-TJ
0.131;EUR2005;8234f6bf-7046-4ef2-bc74-958ceb01b56c;market for sulfur dioxide, liquid;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, <1MW turbine, onshore;AR
0.073;EUR2005;1fb2e33c-efb6-42f9-99e0-f9024ace9fcc;softwood forestry, spruce, sustainable forest management;RoW
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-CQ
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, oil;IS
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from ID;MY
0.0901;EUR2005;249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6;market for wood pellet, measured as dry mass;RER
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;LB
0.479;EUR2005;e36aa595-9fc6-4eff-8f34-a9b11f460762;acetic acid production, product in 98% solution state;RoW
0.6;EUR2005;a9b2fe27-bc40-4a22-a2c8-e320425c0086;plastic flake production, consumer electronics, for recycling, by grinding/shredding, informal sector;IN
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, conventional power plant;CN-YN
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, conventional power plant;IN-DL
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, run-of-river;SK
0.149;EUR2005;6e494138-d8ce-5102-9486-28910172975f;treatment of metal scrap, mixed, for recycling, unsorted, sorting;CH
1.809489413;EUR2005;59984322-d17b-47b2-92bd-1c54912a2094;allyl chloride production, reaction of propylene and chlorine;RoW
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat production, hardwood chips from forest, at furnace 300kW, state-of-the-art 2014;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;CN-AH
159842.3539953831;EUR2005;8837b0f4-b83c-4bdb-9bab-2d01a0aeecff;market for heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;GLO
44038.000000000015;EUR2005;5f5a720f-df9c-4317-949a-8ceeefca4055;market for pipeline, natural gas, low pressure distribution network;GLO
14.402388042148651;EUR2005;08182e61-7e1a-4e55-8aad-aaf8de6fa678;cobalt sulfate production;RoW
6.767469716692361;EUR2005;746fcd09-118b-4e91-87be-64b0883ff04f;forwarding, forwarder;RoW
0.86;EUR2005;f932591b-3558-4593-9071-e901333e7596;pitch despergents production, in paper production;RoW
185.0;EUR2005;7e9077e8-7bbc-44c4-9759-62526ff34d47;concrete production, 20MPa, self-construction, for building construction, with cement, type ICo;PE
0.10899999999999999;EUR2005;51d1c30d-6648-4d9f-a374-062d5faf0af6;market for rye grain, Swiss integrated production;CH
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-KA
0.134;EUR2005;2f20213d-143e-49ce-adb0-026f00c3e622;shale brick production;RoW
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;CA-MB
0.109;EUR2005;edb81938-8dd6-48fc-9f24-b567992f3ecb;rye production;RoW
0.009973878691199235;EUR2005;2741f2b1-96a3-4458-bcd5-85d85bbfa463;operation, dried roughage store, non ventilated;RoW
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;JM
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;AT
0.00057380666;EUR2005;0efdaa40-18e9-4c35-b443-7123307fb358;process-specific burdens, residual material landfill;Europe without Switzerland
0.109;EUR2005;51d1c30d-6648-4d9f-a374-062d5faf0af6;rye production, Swiss integrated production, extensive;CH
191.0;EUR2005;f7a8981c-e94e-4fb7-908d-2786f6f0749c;concrete production, 37MPa, for civil engineering, with cement, Portland;CH
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, nuclear, pressure water reactor;BR-South-eastern/Mid-western grid
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;PT
1.7699999999999996;EUR2005;a6ec2991-f0f9-42fe-b71c-995e50838b9b;market for glass wool mat;GLO
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;SA
3401.0;EUR2005;6a94ce53-731b-431e-8a2d-2c442447c5bb;furnace production, logs, average storage area, 30kW;CH
0.30428832127775085;EUR2005;cb09bcae-b469-4f41-84a6-cdd1e958e027;market for rape seed;GLO
0.78;EUR2005;5a337107-6bdb-4280-84d4-15a4993c51c9;citric acid production;RER
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;JP
103.86;EUR2005;3473bca6-5172-44d2-bda1-1f681e891ca8;hardwood forestry, eucalyptus ssp., sustainable forest management;RoW
10688.000000000004;EUR2005;9079d3b0-b45a-487f-bc09-640d7065bfe2;market for furnace, wood chips, hardwood storage area, 50kW;GLO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;CA-ON
424.8842397512836;EUR2005;8c6447d2-fbe1-49dd-8a29-8b3c843e719f;market for maintenance, mini CHP plant;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, oil;GR
1.42;EUR2005;daca7a28-505a-4cc4-8b6a-7d470261f58a;market for lactic acid;GLO
0.241;EUR2005;5321a299-0c03-4bfc-9dda-d020456f6b2e;nutrient supply from ammonium nitrate phosphate;RER
1.657952739064127;EUR2005;b508d780-01bd-422c-b119-1a66c41efb1d;aluminium turning, primarily dressing, conventional;RoW
0.276;EUR2005;9d447e1a-a41a-43ac-b374-d0fc6dcb61df;market for liquefied petroleum gas;RoW
53.84591428972705;EUR2005;fa6301a4-5f34-493a-b1a0-0c989191b6a3;ultrafiltration module production, hollow fiber;GLO
13967.677841029612;EUR2005;63e906ac-68d2-4ecd-a452-2115bd1c4d56;market for photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof;GLO
0.015;EUR2005;d3d23054-a030-4284-9cfb-c464e70ec865;treatment of coal gas, in power plant;SE
0.38;EUR2005;b7e3b1ef-098a-48f1-b686-8baa82cff1d3;market for zinc concentrate;GLO
0.9347651349703353;EUR2005;794ea6cc-787f-4993-b8ef-e4b626ae0dcd;greenhouse construction, plastic walls and roof, metal tubes;FR
0.4015173994665865;EUR2005;cd360246-4139-4f4a-a844-c9d9d5c22ce5;market for clover seed, Swiss integrated production, for sowing;GLO
9.97;EUR2005;3ca954ab-d833-4ca4-85d5-e53afa21a1c8;NMC111 hydroxide production, for Li-ion battery;CN
1.106008004036364;EUR2005;7e94cd56-6eec-417d-a54e-39b07fdd8d4c;glyoxal production;RER
20.0;EUR2005;baa9ecd3-1613-4c53-a9f1-dd9f4653b1fa;resistor production, auxilliaries and energy use;GLO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;AU
28.371280186;EUR2005;dce67266-c173-4a2c-ad18-3838209a083a;acrylic dispersion production, with water, in 58% solution;RER
63.1464015273985;EUR2005;93880249-2fea-4042-ab23-7b3a75a185d9;market for photovoltaic cell, single-Si wafer;GLO
0.15;EUR2005;ebb5a65b-75b5-4489-a065-b11b7b8543bd;anode production, paste, for aluminium electrolysis;IAI Area, EU27 & EFTA
0.468;EUR2005;817c3650-4fed-4ef2-b9b6-404a198834e6;steel production, electric, low-alloyed;CA-QC
3.152634287145265;EUR2005;7225e2a6-7fd6-40e2-b341-f097b027d119;application of plant protection product, by field sprayer;Canada without Quebec
0.0013892955;EUR2005;0c661ff9-48db-411f-992a-63fc8ab4ae04;internet access, work, 0.2 Mbit/s;CH
0.256557007;EUR2005;26dda6c0-2ad5-4710-92f0-81c599840472;market for ethylene dichloride;RoW
0.18020242127225014;EUR2005;c538baa8-11c9-4064-b3e2-9faba21c6a9b;market for maize seed, organic, at farm;GLO
0.92838;EUR2005;58ccc768-107d-420b-9206-e47f333feeca;laser machining, metal, with YAG-laser, 40W power;CA-QC
417.272917977053;EUR2005;ab75f8c2-4cc6-48da-b71b-2a7da2986b39;operation, housing system, cattle, loose;CA-QC
2815373.0;EUR2005;a0e53510-b90b-43ba-80cc-7600f5da004f;market for municipal waste incineration facility;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from CA-NS;CA-NB
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from BE;GB
69974391.64987545;EUR2005;531504af-294f-4b4e-b935-783ed2c616d1;market for magnesium factory;GLO
523.0;EUR2005;30f4a0f3-cd30-4c2d-81dc-b50105c320cf;heat pump production, brine-water, 10kW;CH
0.10700000000000001;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;CY
0.6450000000000002;EUR2005;d61f00fa-82f3-4437-9dcf-0ce97ab1eaf0;market for grass, organic;GLO
10688.0;EUR2005;9079d3b0-b45a-487f-bc09-640d7065bfe2;furnace production, wood chips, hardwood storage area, 50kW;CH
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SI
3.67;EUR2005;44defed2-3dc7-4d59-b3bc-23dacf1b9140;aluminium production, primary, ingot;IAI Area, Russia & RER w/o EU27 & EFTA
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;CA-NS
0.07181382574321628;EUR2005;5a0006c6-0f12-4bb1-9ba6-b5276dac947d;market for hay;GLO
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;LT
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hard coal;IN-KA
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, lignite;RS
0.34;EUR2005;2f6880f1-d79c-436d-9fe2-5a589d0e504b;potassium nitrate production;CN
265.0;EUR2005;9e3d1adf-2aef-43b4-a1d5-a3b59c8e86d5;market for sawnwood, lath, hardwood, dried (u=10%), planed;RoW
1.369966026283637;EUR2005;29fbcb1d-79ca-45df-8eec-3e51bb95979d;market for chlorine dioxide;RER
0.055177753966670226;EUR2005;fe8e025f-14c8-4abd-86df-1797ab26d3db;sulfur production, petroleum refinery operation;Europe without Switzerland
0.43;EUR2005;b2c3da99-4052-4e12-b38f-4efee8371432;calcium carbide production, technical grade;RER
0.63;EUR2005;d3e019ee-edbe-4774-a4a6-9701cf293d05;refractory production, fireclay, packed;DE
1.8099999999999983;EUR2005;48df8170-d31a-4d9f-856c-91a1529a0a69;market for strawberry;GLO
298.0;EUR2005;84925dd9-d7ca-50b6-950e-0bbb739e0109;market for glued laminated timber, MUF-glue;CH
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;PL
0.0615;EUR2005;2aba3a52-582c-4e59-8b14-1008fb027e02;market for cement, type I-PM;US
0.12;EUR2005;dadc7057-9041-4fae-893c-20aba9725f29;maize grain production, first crop;BR-MG
3583936.501845995;EUR2005;ed20fcbb-1f89-4be6-815f-334830d5f368;vegetable oil refinery construction;GLO
0.241;EUR2005;5321a299-0c03-4bfc-9dda-d020456f6b2e;nutrient supply from phosphate rock, beneficiated;RoW
0.047;EUR2005;1f41586d-0d8a-4c7c-8473-dd8351bab538;clinker production;RoW
2.68;EUR2005;d899ab8e-58d3-47fa-bf64-45989f7da5be;hydrogen production, gaseous, petroleum refinery operation;RoW
0.15;EUR2005;795369c8-09eb-439f-9321-15c0d3be6a6f;synthetic gas production, from wood, at fluidized bed gasifier;RoW
862960.0;EUR2005;c6284fb0-4c59-4e1d-8dda-8993cd3356aa;wind power plant construction, 2MW, offshore, moving parts;GLO
1.9414;EUR2005;693fe460-8cf2-46e3-b362-e24e13a1a489;laser machining, metal, with YAG-laser, 200W power;CA-QC
0.093547119;EUR2005;6d2f58d6-dafd-4d3d-b141-4559ab6d484b;electrolysis of magnesium chloride, from zirconium sponge production;FR
0.052;EUR2005;ba849663-a190-415b-9119-16df53b10fcc;market for cement cast plaster floor;GLO
594.0;EUR2005;855dbb71-f4e8-4819-ae28-aa2913c0939d;photovoltaic laminate production, multi-Si wafer;RER
0.6299999999999999;EUR2005;d3e019ee-edbe-4774-a4a6-9701cf293d05;market for refractory, fireclay, packed;GLO
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CA-NU
1.6286014659066943;EUR2005;42761d87-05d9-4877-b21e-001ecf0c747d;trawler maintenance, steel;RoW
6703.2090031708585;EUR2005;404ec799-3c68-4a8e-9c0a-3329abd905db;market for photovoltaic slanted-roof installation, 3kWp, ribbon-Si, panel, mounted, on roof;GLO
0.0106;EUR2005;dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;heat production, mixed logs, at furnace 30kW, state-of-the-art 2014;RoW
0.529363;EUR2005;f31957b8-d8b1-4a37-8044-5c15c3440857;market for bamboo pole;CO
0.07999999999999997;EUR2005;1f1eca90-d90c-40ea-bcbb-1c821e3bfa0d;market for perlite;GLO
0.2862427294697071;EUR2005;cff23b42-5fa8-471b-b6fb-8a2cca249ca8;market for maize seed, for sowing;GLO
0.041119;EUR2005;ae87300c-3f69-41bc-b6ff-a1b8cb755b11;impact extrusion of steel, cold, initial surface treatment;RoW
54131.0;EUR2005;842e3faf-8de9-47a3-bfac-606edc0adbd3;furnace production, wood chips, average storage area, 1000kW;CH
0.0355800268904976;EUR2005;9087eb5f-4662-4cb1-a524-f5cb80b1238a;welding, arc, aluminium;CA-QC
2915.209446083157;EUR2005;0bcd7c30-ccae-4dbf-a42c-ea26d982bd07;ventilation system production, decentralized, 6 x 120 m3/h, steel ducts;RoW
0.0075477;EUR2005;518565e9-8537-42b5-869b-2df9bcfbb849;laterite quarry operation;RoW
0.0615;EUR2005;2b91b4f3-fb71-4c9d-bdcf-312039ed8f65;market for cement, type I (SM);US
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from AO;CD
0.436;EUR2005;8e583c86-9411-4087-a357-490a05d6b928;beet sugar production;CH
265.0;EUR2005;631a00c8-e830-482f-846b-2114eb7f46e7;planing, board, hardwood, u=10%;RoW
0.166;EUR2005;a9007f10-7e39-4d50-8f4a-d6d03ce3d673;evaporation of natural gas, import from ID;RoW
3.87409288181818;EUR2005;91294517-3ac2-4caa-baae-234624683b3d;clefting/splitting of energy wood;RER
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from ZA;BW
0.297;EUR2005;3990b197-a303-4c36-ae1c-c2ddebaad744;kerosene, import from RoW;BR
1.12;EUR2005;e6406c60-b8cf-4ee5-af0b-df43c146018c;ethylene vinyl acetate copolymer production;RoW
6.9;EUR2005;3368a0a2-0afa-4d18-aacd-7761dabc7112;market for printing ink, rotogravure, without solvent, in 55% toluene solution state;RER
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;MY
123.52223580918;EUR2005;fb553b5b-bed9-4fab-a99f-0f046d20b36c;market for silicon, single crystal, Czochralski process, electronics;RoW
0.166;EUR2005;a9007f10-7e39-4d50-8f4a-d6d03ce3d673;natural gas, high pressure, import from NO;TR
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;CN-QH
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, natural gas, combined cycle power plant;CY
0.0083;EUR2005;1f6c6d72-b328-4f8b-841b-5e0ecb494989;transport, pipeline, onshore, long distance, natural gas;IR
295.681581565755;EUR2005;9e2fbebe-7357-4057-b7c6-3c4d7cfa5285;uranium production, centrifuge, enriched 3.9%;RU
103.86;EUR2005;3473bca6-5172-44d2-bda1-1f681e891ca8;hardwood forestry, eucalyptus ssp., sustainable forest management;TH
0.888591707019944;EUR2005;68982c18-158b-4166-a54a-8321bfb0cc24;petroleum slack wax production, petroleum refinery operation;ZA
1420.0;EUR2005;e603b934-62eb-4903-ae75-f123425ef5d9;market for heating and sanitary equipment, heat and power co-generation unit, 160kW electrical;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;CA-QC
12398700.0;EUR2005;3f521fb7-d13e-4405-848e-aa0dd5a9322f;anaerobic digestion plant construction, for biowaste;CH
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from US-NPCC;RoW
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;TG
1.43668589606455;EUR2005;5024de82-c1f9-4664-8bf1-49504938db31;cast iron turning, average, computer numerical controlled;RER
0.11;EUR2005;ef644ee9-9e11-4442-9c96-a29f8528dde7;market for carbon dioxide, liquid;RER
0.0202103193040823;EUR2005;46f4775b-0dee-4e49-8669-7108147c5f41;operation, computer, desktop, with cathode ray tube display, home use;CA-QC
0.015836;EUR2005;267c6637-2ba7-40dc-b17d-9d5eaa4f0fe5;impact extrusion of steel, hot, deformation stroke;RoW
1.57;EUR2005;0e99b6e3-a3e1-47a2-8fb5-5ced89ddd778;n-olefins production;RoW
0.108;EUR2005;e40cb987-863a-4eb1-9e2d-f6e78320288f;market for lime, hydrated, loose weight;CH
168.0;EUR2005;6eb408db-980a-4b9e-82a8-b6dca183ec35;market for pulpwood, softwood, measured as solid wood under bark;Europe without Switzerland
0.075;EUR2005;dc763799-ba2f-46a0-9b15-9cbd9d61139d;calcined clay to generic market for supplementary cementitious materials;RoW
2.68;EUR2005;d899ab8e-58d3-47fa-bf64-45989f7da5be;hydrogen production, gaseous, petroleum refinery operation;IN
0.0106;EUR2005;1125e767-7b5d-442e-81d6-9b0d3e1919ac;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RS
1.15;EUR2005;5b8d6214-5226-4a48-a7aa-a814ea610fee;market for 3-methyl-1-butanol;GLO
0.59;EUR2005;14ae7ab5-cdbe-44c4-bab6-2532ca77890f;sodium tripolyphosphate production;RoW
23.465088244295263;EUR2005;fbcabacc-60c3-4849-8b8f-125ae1b6fc3a;electric scooter production, without battery;GLO
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat production, heavy fuel oil, at industrial furnace 1MW;CA-QC
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;CN-GD
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from GR;TR
54300.0;EUR2005;3db648b2-8b8a-46c4-8e69-4ab60453b65f;lorry production, 40 metric ton;RER
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, non-alpine region;CZ
0.10699999999999989;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;market for electricity, low voltage;US-ASCC
0.06274933078079999;EUR2005;45de5067-49da-472e-8e49-cf79714646c0;tree seedling production, in heated greenhouse;RER
1.7561213887188991;EUR2005;dcd438b9-92a5-41f6-932b-a4acb5d81636;market for wood preservation, dipping/immersion method, water-based, indoor use, occasionally wet;GLO
51.3;EUR2005;f7a0f8d7-7a73-462d-a9c8-a147818f6d05;door production, inner, wood;RoW
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;NO
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SE
0.07237117696;EUR2005;3da25df2-438a-4e27-9141-4393f3b6f86f;market for iron pellet;GLO
122300.00000000003;EUR2005;aead8a1b-872e-4d15-a3d6-1deb68c89b49;market for residential sewer grid, 0.087 km;GLO
0.22;EUR2005;0201ee86-f71b-4457-8fe8-79f3ed720b07;wheat production;ES
0.166;EUR2005;a9007f10-7e39-4d50-8f4a-d6d03ce3d673;petroleum and gas production, onshore;KZ
0.000397;EUR2005;c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;tap water production, underground water with chemical treatment;Europe without Switzerland
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, lignite;IN-AP
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, alpine region;IN-KL
0.107929972270965;EUR2005;03bf1369-1eec-49d0-bc4b-8b29efa826b9;transport, freight, lorry 3.5-7.5 metric ton, EURO4;RER
7.725280806018255;EUR2005;3519531f-1346-44b9-bba3-c45f52009d70;frit production, for ceramic tile;GLO
0.41;EUR2005;a498d9fb-9402-4374-b2e2-3f85f5d98f43;ammonium nitrate production;RER
3.67;EUR2005;3ede4edc-b278-40dc-8007-0c574aff0739;aluminium production, primary, liquid, Söderberg;IAI Area, Asia, without China and GCC
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;GB
28.63452016676649;EUR2005;f869849f-8c20-4097-9819-c8f2e4515955;ventilation control and wiring production, decentralized unit;RER
61.75145161320861;EUR2005;3e803adf-71e1-4bf6-b16b-ef6b9189edbb;sugarcane transfer, by dump cart;RoW
13.36;EUR2005;d572da99-e3a9-4868-a480-c5480f352842;battery cell production, Li-ion, NMC111;RoW
0.0615;EUR2005;ec23da1b-e5fa-4f01-bd2c-3233fece2175;market for cement, unspecified;IN
0.042;EUR2005;1456f165-52a4-47f3-a5c3-e13dfb13626d;lignite mine operation;IN
0.473;EUR2005;f5707bdf-f7e2-479b-b3ea-99c04de8a927;nutrient supply from ammonia, anhydrous, liquid;RU
0.0106;EUR2005;71e2f1db-a2c5-44d0-8337-dfff15be974d;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-BC
16381917.3525396;EUR2005;b2c93044-6228-4950-833f-230346726d61;heat transport fluid system construction, solar thermal parabolic trough, 50 MW;ZA
0.27;EUR2005;1570a766-fe08-427f-94cb-6947995117ec;natural gas production, liquefied;DZ
2.366;EUR2005;51c7e57a-00b7-4412-b56c-94c17b211ee7;epoxy resin production, liquid;RoW
0.01;EUR2005;b3c58f5d-5815-487c-8b9c-4366e00d22dc;heat production, natural gas, at boiler modulating <100kW;Europe without Switzerland
1.44;EUR2005;fef44ccb-917e-4c8d-bb35-a1898827b659;market for aluminium, wrought alloy;GLO
51811.60000000001;EUR2005;0a3a87a4-d431-4a83-a811-8eca3e1919f0;market for ion-exchanger for water treatment;GLO
0.0615;EUR2005;450c5264-9840-472f-bf39-d4823f2262b5;cement production, type general use;CO
9.86;EUR2005;b8095283-0271-4ecc-8b71-4d4fd6ef08a9;market for internal combustion engine, passenger car;GLO
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, hydro, reservoir, alpine region;IN-RJ
0.073;EUR2005;1fb2e33c-efb6-42f9-99e0-f9024ace9fcc;softwood forestry, spruce, sustainable forest management;SE
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;AU
201.0;EUR2005;78ecf402-e457-4eac-8cc9-ebe5a05400bb;heat pump production, for mini CHP plant;RoW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, wind, >3MW turbine, onshore;BG
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity, high voltage, import from CH;RO
0.188;EUR2005;7c4dafff-fe18-45c0-92e4-857950032abb;nutrient supply from NPK (26-15-15) fertiliser;RNA
3.731889576;EUR2005;3b2a8b24-0f2e-4e35-a10c-98e1be81c80b;market for polyvinylfluoride;GLO
8.380669343131597;EUR2005;c108213f-ae8f-4b3d-9b79-be6eac0bad62;tantalum mine operation and beneficiation;RW
0.0977;EUR2005;66c93e71-f32b-4591-901c-55395db5c132;electricity production, nuclear, boiling water reactor;TW
0.00039700000000000005;EUR2005;c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;market for tap water;CH
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity voltage transformation from medium to low voltage;XK
0.107;EUR2005;d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-NM
2167.0;EUR2005;945799a7-46e7-46cf-94b1-6967553434a3;electric bicycle production;RER
1.28;EUR2005;dea57f7f-311e-4659-acde-df219917df6c;avocado production;GLO
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;electricity voltage transformation from high to medium voltage;LV
0.13;EUR2005;cb95c7af-1829-4783-87a9-7c7d2b7d9765;steatite quarry operation;RoW
0.075;EUR2005;dc763799-ba2f-46a0-9b15-9cbd9d61139d;limestone, crushed, washed to generic market for supplementary cementitious materials;RoW
0.59;EUR2005;1d8da2ef-019e-4fc8-9e15-11bd37949f61;air filter production, decentralized unit, 250 m3/h;RoW
1.81;EUR2005;48df8170-d31a-4d9f-856c-91a1529a0a69;strawberry production, in unheated greenhouse;RoW
107473.4479512324;EUR2005;35d71a36-81ec-472a-9b8b-0caed4295802;market for heat and power co-generation unit, 1MW electrical, common components for heat+electricity;GLO
0.205;EUR2005;485b4fc4-90b7-4c36-9bb4-fd116ad34538;market for natural gas, medium pressure, vehicle grade;GLO
0.76;EUR2005;b97d1806-5822-408c-b42d-811a9b25c941;cellulose fibre production;CH
159.99999999999997;EUR2005;fcbf6c72-3a99-453b-b384-658e3423b0dc;market for sawnwood, board, softwood, dried (u=20%), planed;RoW
0.1;EUR2005;759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market for electricity, medium voltage;IL
0.0615;EUR2005;7a439ec7-1840-4c4f-983f-1f07eda2053f;market for cement, CEM II/A;RoW
